gene,name,molecule,if_important
19490,UVRAG,gene,0
19491,DGAT2,gene,0
19492,MOGAT2,gene,0
19493,MTAP6,gene,0
19494,SERPINH1,gene,0
19495,GDPD5,gene,0
19496,KLHL35,gene,0
19497,RPS3,gene,0
19498,SNORD15B,gene,0
19499,SNORD15A,gene,0
19500,ARRB1,gene,0
19501,MIR326,gene,0
19502,GM4980,gene,1
19503,SLCO2B1,gene,0
19504,OLFR520,gene,0
19505,OLFR521,gene,0
19506,NEU3,gene,0
19507,SPCS2,gene,0
19508,XRRA1,gene,0
19509,RNF169,gene,0
19510,CHRDL2,gene,0
19511,POLD3,gene,0
19512,LIPT2,gene,0
19513,KCNE3,gene,0
19514,PGM2L1,gene,0
19515,GPX2-PS1,gene,0
19516,P4HA3,gene,0
19517,PPME1,gene,1
19518,C2CD3,gene,0
19519,UCP3,gene,0
19520,UCP2,gene,0
19521,DNAJB13,gene,0
19522,CHCHD8,gene,0
19523,MRPL48,gene,0
19524,RAB6A,gene,0
19525,PLEKHB1,gene,0
19526,FAM168A,gene,0
19527,RELT,gene,0
19528,ARHGEF17,gene,0
19529,MIR3102,gene,0
19530,P2RY6,gene,0
19531,P2RY2,gene,0
19532,FCHSD2,gene,0
19533,ATG16L2,gene,0
19534,STARD10,gene,0
19535,ARAP1,gene,0
19536,PDE2A,gene,0
19537,MIR139,gene,0
19538,ART2A-PS,gene,0
19539,ART2B,gene,0
19540,CLPB,gene,0
19541,PHOX2A,gene,0
19542,INPPL1,gene,0
19543,FOLR2,gene,0
19544,FOLR1,gene,0
19545,3200002M19RIK,gene,0
19546,TOMT,gene,0
19547,2400001E08RIK,gene,0
19548,LRRC51,gene,0
19549,NUMA1,gene,0
19550,IL18BP,gene,0
19551,RNF121,gene,0
19552,TRPC2,gene,0
19553,ART5,gene,0
19554,ART1,gene,0
19555,CHRNA10,gene,0
19556,NUP98,gene,0
19557,PGAP2,gene,0
19558,RHOG,gene,0
19559,STIM1,gene,0
19560,RRM1,gene,0
19561,OLFR543,gene,0
19562,OLFR544,gene,0
19563,OLFR545,gene,0
19564,OLFR547,gene,0
19565,OLFR549,gene,0
19566,TRIM21,gene,0
19567,OLFR550,gene,0
19568,OLFR551,gene,0
19569,OLFR552,gene,0
19570,OLFR553,gene,0
19571,OLFR554,gene,0
19572,OLFR555,gene,0
19573,OLFR556,gene,0
19574,TRIM68,gene,0
19575,OLFR557,gene,0
19576,OLFR558,gene,0
19577,OLFR33,gene,0
19578,OLFR559,gene,0
19579,OLFR78,gene,0
19580,OLFR560,gene,0
19581,OLFR561,gene,0
19582,OLFR564,gene,0
19583,OLFR566,gene,0
19584,OLFR568,gene,0
19585,OLFR569,gene,0
19586,OLFR570,gene,0
19587,OLFR571,gene,0
19588,OLFR572,gene,0
19589,OLFR574,gene,0
19590,OLFR575,gene,0
19591,OLFR576,gene,0
19592,OLFR577,gene,0
19593,OLFR578,gene,0
19594,OLFR582,gene,0
19595,OLFR583,gene,0
19596,OLFR584,gene,0
19597,OLFR585,gene,0
19598,OLFR586,gene,0
19599,OLFR589,gene,0
19600,OLFR591,gene,0
19601,OLFR592,gene,0
19602,OLFR593,gene,0
19603,OLFR594,gene,0
19604,USP-PS,gene,0
19605,DUB2A,gene,0
19606,OLFR596,gene,0
19607,OLFR597,gene,0
19608,OLFR598,gene,0
19609,OLFR599,gene,0
19610,OLFR600,gene,0
19611,OLFR601,gene,0
19612,OLFR603,gene,0
19613,USP17L5,gene,0
19614,OLFR605,gene,0
19615,OLFR606,gene,0
19616,OLFR608,gene,0
19617,OLFR609,gene,0
19618,OLFR610,gene,0
19619,OLFR611,gene,0
19620,OLFR612,gene,0
19621,OLFR613,gene,0
19622,OLFR615,gene,0
19623,OLFR616,gene,0
19624,OLFR617,gene,0
19625,OLFR618,gene,0
19626,OLFR619,gene,0
19627,OLFR620,gene,0
19628,OLFR622,gene,0
19629,OLFR623,gene,0
19630,OLFR624,gene,0
19631,OLFR243,gene,0
19632,OLFR628,gene,0
19633,OLFR629,gene,0
19634,OLFR630,gene,0
19635,OLFR69,gene,0
19636,OLFR68,gene,0
19637,OLFR67,gene,0
19638,HBB-B2,gene,0
19639,HBB-B1,gene,0
19640,BETA-S,gene,0
19641,HBB-BH2,gene,0
19642,HBB-BH1,gene,0
19643,HBB-Y,gene,0
19644,OLFR66,gene,0
19645,OLFR64,gene,0
19646,OLFR65,gene,0
19647,OLFR631,gene,0
19648,OLFR632,gene,0
19649,OLFR633,gene,0
19650,OLFR635,gene,0
19651,OLFR638,gene,0
19652,OLFR639,gene,0
19653,OLFR640,gene,0
19654,OLFR641,gene,0
19655,OLFR642,gene,0
19656,OLFR643,gene,0
19657,OLFR644,gene,0
19658,OLFR645,gene,0
19659,OLFR646,gene,0
19660,4931431F19RIK,gene,0
19661,UBQLN3,gene,0
19662,UBQLNL,gene,0
19663,E030002O03RIK,gene,0
19664,OLFR648,gene,0
19665,OLFR649,gene,0
19666,TRIM6,gene,0
19667,TRIM34A,gene,0
19668,TRIM12A,gene,0
19669,LOC622070,gene,0
19670,TRIM34B,gene,0
19671,TRIM12C,gene,0
19672,TRIM30B,gene,0
19673,TRIM30A,gene,0
19674,TRIM30D,gene,0
19675,TRIM30E-PS1,gene,0
19676,OLFR651,gene,0
19677,OLFR652,gene,0
19678,OLFR653,gene,0
19679,OLFR654,gene,0
19680,OLFR655,gene,0
19681,OLFR656,gene,0
19682,OLFR657,gene,0
19683,OLFR658,gene,0
19684,OLFR659,gene,0
19685,OLFR661,gene,0
19686,OLFR663,gene,0
19687,DUB1A,gene,0
19688,DUB1,gene,0
19689,OLFR665,gene,0
19690,OLFR666,gene,0
19691,OLFR667,gene,0
19692,OLFR668,gene,0
19693,OLFR669,gene,0
19694,OLFR670,gene,0
19695,OLFR671,gene,0
19696,OLFR672,gene,0
19697,OLFR675,gene,0
19698,OLFR676,gene,0
19699,OLFR677,gene,0
19700,OLFR678,gene,0
19701,OLFR679,gene,0
19702,OLFR681,gene,0
19703,OLFR683,gene,0
19704,OLFR684,gene,0
19705,OLFR685,gene,0
19706,OLFR686,gene,0
19707,OLFR688,gene,0
19708,OLFR689,gene,0
19709,OLFR690,gene,0
19710,OLFR691,gene,0
19711,OLFR692,gene,0
19712,FAM160A2,gene,0
19713,GM5901,gene,0
19714,CNGA4,gene,0
19715,CCKBR,gene,0
19716,PRKCDBP,gene,0
19717,SMPD1,gene,0
19718,APBB1,gene,0
19719,HPX,gene,0
19720,TRIM3,gene,0
19721,ARFIP2,gene,0
19722,FXC1,gene,0
19723,RRP8,gene,0
19724,ILK,gene,0
19725,TAF10,gene,0
19726,TPP1,gene,1
19727,DCHS1,gene,0
19728,MRPL17,gene,0
19729,GM15645,gene,0
19730,GVIN1_LOC1,gene,0
19731,GM4070_LOC1,gene,0
19732,GM18853_LOC1,gene,0
19733,GM17757_LOC1,gene,0
19734,GM8979,gene,0
19735,GM8989_LOC1,gene,0
19736,GVIN1_LOC2,gene,0
19737,GM4070_LOC2,gene,0
19738,GM18853_LOC2,gene,0
19739,GM17757_LOC2,gene,0
19740,GM8989_LOC2,gene,0
19741,GM4759,gene,0
19742,OLFR693,gene,0
19743,OLFR694,gene,0
19744,OLFR695,gene,0
19745,OLFR697,gene,0
19746,OLFR698,gene,0
19747,OLFR699,gene,0
19748,OLFR700,gene,0
19749,OLFR701,gene,0
19750,OLFR702,gene,0
19751,OLFR703,gene,0
19752,OLFR704,gene,0
19753,OLFR705,gene,0
19754,OLFR706,gene,0
19755,OLFR707,gene,0
19756,OLFR1532-PS1,gene,0
19757,OLFR710,gene,0
19758,OLFR6,gene,0
19759,OLFR711,gene,0
19760,OLFR2,gene,0
19761,OLFR713,gene,0
19762,OLFR714,gene,0
19763,OLFR17,gene,0
19764,GM10081,gene,0
19765,OLFR715,gene,0
19766,OLFR716,gene,0
19767,NLRP14,gene,0
19768,RBMXL2,gene,0
19769,SYT9,gene,0
19770,OLFML1,gene,0
19771,PPFIBP2,gene,0
19772,CYB5R2,gene,0
19773,OVCH2,gene,0
19774,OLFR467,gene,0
19775,OLFR469,gene,0
19776,OLFR470,gene,0
19777,OLFR472,gene,0
19778,OLFR473,gene,0
19779,OLFR474,gene,0
19780,OLFR476,gene,0
19781,OLFR477,gene,0
19782,OLFR478,gene,0
19783,OLFR479,gene,0
19784,OLFR480,gene,0
19785,OLFR481,gene,0
19786,OLFR482,gene,0
19787,OLFR483,gene,0
19788,OLFR484,gene,0
19789,OLFR485,gene,0
19790,OLFR486,gene,0
19791,OLFR487,gene,0
19792,OLFR488,gene,0
19793,OLFR490,gene,0
19794,OLFR491,gene,0
19795,OLFR492,gene,0
19796,OLFR493,gene,0
19797,OLFR494,gene,0
19798,OLFR495,gene,0
19799,OLFR497,gene,0
19800,OLFR498,gene,0
19801,OLFR502,gene,0
19802,OLFR503,gene,0
19803,OLFR504,gene,0
19804,OLFR506,gene,0
19805,OLFR507,gene,0
19806,OLFR508,gene,0
19807,OLFR509,gene,0
19808,OLFR510,gene,0
19809,OLFR512,gene,0
19810,OLFR513,gene,0
19811,OLFR514,gene,0
19812,OLFR516,gene,0
19813,OLFR517,gene,0
19814,OLFR518,gene,0
19815,OLFR519,gene,0
19816,NLRP10,gene,0
19817,EIF3F,gene,0
19818,TUB,gene,0
19819,RIC3,gene,0
19820,LMO1,gene,0
19821,STK33,gene,0
19822,TRIM66,gene,0
19823,RPL27A,gene,0
19824,SNORA3,gene,0
19825,ST5,gene,0
19826,D930014E17RIK,gene,0
19827,BC051019,gene,0
19828,ASCL3,gene,0
19829,TMEM9B,gene,0
19830,NRIP3,gene,0
19831,SCUBE2,gene,0
19832,DENND5A,gene,0
19833,TMEM41B,gene,0
19834,1600010M07RIK,gene,0
19835,IPO7,gene,0
19836,SNORA23,gene,0
19837,ZFP143,gene,0
19838,WEE1,gene,0
19839,SWAP70,gene,0
19840,SBF2,gene,0
19841,ADM,gene,0
19842,AMPD3,gene,0
19843,RNF141,gene,0
19844,LYVE1,gene,0
19845,MRVI1,gene,0
19846,GM16336,gene,0
19847,CTR9,gene,0
19848,EIF4G2,gene,0
19849,1700012D14RIK,gene,0
19850,GALNTL4,gene,0
19851,USP47,gene,0
19852,DKK3,gene,1
19853,MICAL2,gene,0
19854,MICALCL,gene,0
19855,PARVA,gene,0
19856,TEAD1,gene,0
19857,RASSF10,gene,0
19858,4930543E12RIK,gene,0
19859,ARNTL,gene,0
19860,BTBD10,gene,0
19861,PTH,gene,0
19862,FAR1,gene,0
19863,SPON1,gene,0
19864,RRAS2,gene,0
19865,COPB1,gene,0
19866,PSMA1,gene,0
19867,4933406I18RIK,gene,0
19868,PDE3B,gene,0
19869,CYP2R1,gene,0
19870,CALCA,gene,1
19871,CALCB,gene,1
19872,INSC,gene,0
19873,A730082K24RIK,gene,0
19874,SOX6,gene,0
19875,1700003G18RIK,gene,0
19876,1110004F10RIK,gene,0
19877,PLEKHA7,gene,0
19878,RPS13,gene,0
19879,PIK3C2A,gene,0
19880,NUCB2,gene,0
19881,XYLT1,gene,0
19882,RPS15A,gene,0
19883,ARL6IP1,gene,0
19884,SMG1,gene,0
19885,4930583K01RIK,gene,0
19886,SYT17,gene,0
19887,ITPRIPL2,gene,0
19888,COQ7,gene,0
19889,TMC7,gene,0
19890,TMC5,gene,0
19891,GDE1,gene,0
19892,6330503K22RIK,gene,0
19893,9030624J02RIK,gene,0
19894,2310008H09RIK,gene,0
19895,IQCK,gene,0
19896,GPRC5B,gene,0
19897,GPR139,gene,0
19898,GP2,gene,0
19899,UMOD,gene,0
19900,PDILT,gene,0
19901,ACSM5,gene,0
19902,ACSM2,gene,0
19903,ACSM1,gene,0
19904,ACSM4,gene,0
19905,THUMPD1,gene,0
19906,ACSM3,gene,0
19907,ERI2,gene,0
19908,2610020H08RIK,gene,0
19909,DCUN1D3,gene,0
19910,LYRM1,gene,0
19911,TMEM159,gene,0
19912,ZP2,gene,0
19913,ANKS4B,gene,0
19914,CRYM,gene,0
19915,ABCA14,gene,0
19916,ABCA15,gene,0
19917,ABCA16,gene,0
19918,E130201H02RIK,gene,0
19919,UQCRC2,gene,0
19920,PDZD9,gene,0
19921,BC030336,gene,0
19922,VWA3A,gene,0
19923,EEF2K,gene,0
19924,POLR3E,gene,0
19925,CDR2,gene,0
19926,4933427G17RIK,gene,0
19927,METTL9,gene,0
19928,IGSF6,gene,0
19929,OTOA,gene,1
19930,HS3ST2,gene,1
19931,USP31,gene,0
19932,SCNN1G,gene,0
19933,SCNN1B,gene,0
19934,COG7,gene,0
19935,GGA2,gene,0
19936,EARS2,gene,0
19937,UBFD1,gene,0
19938,NDUFAB1,gene,0
19939,PALB2,gene,0
19940,DCTN5,gene,0
19941,PLK1,gene,0
19942,ERN2,gene,0
19943,2010110P09RIK,gene,0
19944,PRKCB,gene,1
19945,CACNG3,gene,0
19946,4930413G21RIK,gene,0
19947,RBBP6,gene,0
19948,TNRC6A,gene,0
19949,SLC5A11,gene,0
19950,ARHGAP17,gene,0
19951,LCMT1,gene,0
19952,AQP8,gene,0
19953,ZKSCAN2,gene,0
19954,HS3ST4,gene,0
19955,3100003L05RIK,gene,0
19956,4933440M02RIK,gene,0
19957,4930571K23RIK,gene,0
19958,JMJD5,gene,0
19959,NSMCE1,gene,0
19960,IL4RA,gene,0
19961,IL21R,gene,0
19962,GTF3C1,gene,0
19963,D430042O09RIK,gene,0
19964,GSG1L,gene,0
19965,XPO6,gene,0
19966,SBK1,gene,0
19967,LAT,gene,0
19968,SPNS1,gene,0
19969,NFATC2IP,gene,0
19970,CD19,gene,0
19971,RABEP2,gene,0
19972,ATP2A1,gene,0
19973,SH2B1,gene,0
19974,TUFM,gene,0
19975,ATXN2L,gene,0
19976,EIF3C,gene,0
19977,CLN3,gene,0
19978,APOBR,gene,0
19979,IL27,gene,0
19980,NUPR1,gene,0
19981,CCDC101,gene,0
19982,SULT1A1,gene,0
19983,SLX1B,gene,0
19984,BOLA2,gene,0
19985,CORO1A,gene,0
19986,MAPK3,gene,0
19987,GDPD3,gene,0
19988,YPEL3,gene,0
19989,TBX6,gene,0
19990,PPP4C,gene,0
19991,ALDOA,gene,1
19992,FAM57B,gene,1
19993,4930451I11RIK,gene,0
19994,DOC2A,gene,0
19995,INO80E,gene,0
19996,HIRIP3,gene,0
19997,TAOK2,gene,0
19998,TMEM219,gene,0
19999,KCTD13,gene,0
20000,ASPHD1,gene,0
20001,SEZ6L2,gene,0
20002,CDIPT,gene,0
20003,MVP,gene,0
20004,2900092E17RIK,gene,0
20005,PRRT2,gene,0
20006,MAZ,gene,0
20007,KIF22,gene,0
20008,ZG16,gene,0
20009,AI467606,gene,0
20010,QPRT,gene,0
20011,SPN,gene,0
20012,CD2BP2,gene,0
20013,TBC1D10B,gene,0
20014,MYLPF,gene,0
20015,41153,gene,0
20016,GM4532,gene,0
20017,ZFP553,gene,0
20018,ZFP771,gene,0
20019,DCTPP1,gene,0
20020,SEPHS2,gene,0
20021,ITGAL,gene,0
20022,ZFP768,gene,0
20023,ZFP747,gene,0
20024,9130019O22RIK,gene,0
20025,E430018J23RIK,gene,0
20026,MIR684-1_LOC7,gene,0
20027,ZFP764,gene,0
20028,ZFP688,gene,0
20029,ZFP689,gene,0
20030,PRR14,gene,0
20031,FBRS,gene,0
20032,1700008J07RIK,gene,0
20033,SNORA30,gene,0
20034,PHKG2,gene,0
20035,GM166,gene,0
20036,RNF40,gene,0
20037,1700120K04RIK,gene,0
20038,ZFP629,gene,0
20039,BCL7C,gene,0
20040,MIR762,gene,0
20041,CTF1,gene,0
20042,CTF2,gene,0
20043,FBXL19,gene,0
20044,ORAI3,gene,0
20045,SETD1A,gene,0
20046,HSD3B7,gene,0
20047,STX1B,gene,0
20048,STX4A,gene,0
20049,ZFP668,gene,0
20050,ZFP646,gene,0
20051,PRSS53,gene,0
20052,VKORC1,gene,0
20053,BCKDK,gene,0
20054,MYST1,gene,0
20055,PRSS8,gene,0
20056,PRSS36,gene,0
20057,FUS,gene,0
20058,PYCARD,gene,0
20059,TRIM72,gene,0
20060,ITGAM,gene,0
20061,ITGAX,gene,0
20062,ITGAD,gene,0
20063,4931431B13RIK,gene,0
20064,COX6A2,gene,0
20065,9130023H24RIK,gene,0
20066,ARMC5,gene,0
20067,TGFB1I1,gene,0
20068,SLC5A2,gene,0
20069,BC017158,gene,0
20070,MIR3103,gene,0
20071,RGS10,gene,1
20072,TIAL1,gene,0
20073,BAG3,gene,0
20074,INPP5F,gene,0
20075,MCMBP,gene,0
20076,SEC23IP,gene,0
20077,PPAPDC1A,gene,0
20078,WDR11,gene,0
20079,GM4265,gene,0
20080,FGFR2,gene,0
20081,ATE1,gene,0
20082,NSMCE4A,gene,0
20083,TACC2,gene,0
20084,BTBD16,gene,0
20085,PLEKHA1,gene,0
20086,HTRA1,gene,0
20087,DMBT1,gene,0
20088,4933402N03RIK,gene,0
20089,1700029B22RIK,gene,0
20090,5430419D17RIK,gene,0
20091,CUZD1,gene,0
20092,1700007K09RIK,gene,0
20093,FAM24A,gene,0
20094,2310057M21RIK,gene,0
20095,PSTK,gene,0
20096,IKZF5,gene,0
20097,ACADSB,gene,0
20098,HMX3,gene,0
20099,HMX2,gene,0
20100,BUB3,gene,0
20101,GPR26,gene,0
20102,CPXM2,gene,0
20103,CHST15,gene,0
20104,GM10584,gene,0
20105,OAT,gene,0
20106,NKX1-2,gene,0
20107,LHPP,gene,0
20108,FAM53B,gene,0
20109,METTL10,gene,0
20110,FAM175B,gene,0
20111,ZRANB1,gene,0
20112,CTBP2,gene,0
20113,4930404H21RIK,gene,0
20114,2700050L05RIK,gene,0
20115,MMP21,gene,0
20116,UROS,gene,0
20117,BCCIP,gene,0
20118,DHX32,gene,0
20119,FANK1,gene,0
20120,ADAM12,gene,0
20121,D7ERTD443E,gene,0
20122,DOCK1,gene,0
20123,FAM196A,gene,0
20124,1700120G07RIK,gene,0
20125,NPS,gene,0
20126,FOXI2,gene,0
20127,CLRN3,gene,0
20128,PTPRE,gene,0
20129,MIR1962,gene,0
20130,5830432E09RIK,gene,0
20131,MKI67,gene,0
20132,C230079O03,gene,0
20133,GM6249,gene,0
20134,MGMT,gene,0
20135,EBF3,gene,0
20136,GM10578,gene,0
20137,9430038I01RIK,gene,0
20138,GLRX3,gene,0
20139,GM12669,gene,0
20140,TCERG1L,gene,0
20141,MAPK1IP1,gene,0
20142,PPP2R2D,gene,0
20143,BNIP3,gene,0
20144,JAKMIP3,gene,0
20145,DPYSL4,gene,0
20146,STK32C,gene,0
20147,LRRC27,gene,0
20148,PWWP2B,gene,0
20149,INPP5A,gene,0
20150,NKX6-2,gene,0
20151,E030019B06RIK,gene,0
20152,GPR123,gene,0
20153,KNDC1,gene,0
20154,UTF1,gene,0
20155,MIR202,gene,0
20156,6430531B16RIK,gene,0
20157,ADAM8,gene,0
20158,TUBGCP2,gene,0
20159,ZFP511,gene,0
20160,MSX3,gene,0
20161,CALY,gene,0
20162,PRAP1,gene,0
20163,1810014F10RIK,gene,0
20164,ECHS1,gene,0
20165,PAOX,gene,0
20166,MTG1,gene,0
20167,SPRN,gene,0
20168,OLFR522,gene,0
20169,OLFR523,gene,0
20170,OLFR524,gene,0
20171,CD163L1,gene,0
20172,5830411N06RIK,gene,0
20173,OLFR525,gene,0
20174,OLFR527,gene,0
20175,OLFR60,gene,0
20176,OLFR530,gene,0
20177,OLFR531,gene,0
20178,OLFR532,gene,0
20179,OLFR533,gene,0
20180,OLFR535,gene,0
20181,OLFR536,gene,0
20182,OLFR538,gene,0
20183,OLFR46,gene,0
20184,OLFR61,gene,0
20185,OLFR53,gene,0
20186,OLFR539,gene,0
20187,OLFR45,gene,0
20188,OLFR541,gene,0
20189,CYP2E1,gene,0
20190,SYCE1,gene,0
20191,ZFP941,gene,0
20192,1190003J15RIK,gene,0
20193,C330022C24RIK,gene,0
20194,SCGB1C1,gene,0
20195,ODF3,gene,0
20196,BET1L,gene,0
20197,RIC8,gene,0
20198,SIRT3,gene,0
20199,PSMD13,gene,0
20200,COX8B,gene,0
20201,BC024386,gene,0
20202,NLRP6,gene,0
20203,ATHL1,gene,0
20204,IFITM5,gene,0
20205,IFITM2,gene,1
20206,IFITM1,gene,0
20207,IFITM3,gene,0
20208,IFITM6,gene,0
20209,B4GALNT4,gene,0
20210,PKP3,gene,0
20211,SIGIRR,gene,0
20212,ANO9,gene,0
20213,PTDSS2,gene,0
20214,RNH1,gene,0
20215,HRAS1,gene,0
20216,LRRC56,gene,0
20217,1600016N20RIK,gene,0
20218,RASSF7,gene,0
20219,MIR210,gene,0
20220,PHRF1,gene,0
20221,IRF7,gene,0
20222,CDHR5,gene,0
20223,SCT,gene,0
20224,DRD4,gene,0
20225,DEAF1,gene,0
20226,TMEM80,gene,0
20227,EPS8L2,gene,0
20228,B230206H07RIK,gene,0
20229,TALDO1,gene,0
20230,PDDC1,gene,0
20231,CEND1,gene,0
20232,SLC25A22,gene,0
20233,LRDD,gene,0
20234,RPLP2,gene,0
20235,SNORA52,gene,0
20236,PNPLA2,gene,0
20237,EFCAB4A,gene,0
20238,CD151,gene,0
20239,POLR2L,gene,0
20240,TSPAN4,gene,0
20241,CHID1,gene,0
20242,AP2A2,gene,0
20243,GM16982,gene,0
20244,MUC6,gene,0
20245,MUC5AC,gene,0
20246,MUC5B,gene,0
20247,TOLLIP,gene,0
20248,BRSK2,gene,0
20249,MOB2,gene,0
20250,DUSP8,gene,0
20251,KRTAP5-2,gene,0
20252,KRTAP5-3,gene,0
20253,KRTAP5-5,gene,0
20254,KRTAP5-1,gene,0
20255,KRTAP5-4,gene,0
20256,6330512M04RIK,gene,0
20257,CTSD,gene,0
20258,SYT8,gene,0
20259,TNNI2,gene,0
20260,LSP1,gene,0
20261,GM14492,gene,0
20262,TNNT3,gene,0
20263,MRPL23,gene,0
20264,NCTC1,gene,0
20265,H19,gene,0
20266,MIR675,gene,0
20267,IGF2,gene,0
20268,MIR483,gene,0
20269,IGF2AS,gene,0
20270,INS2,gene,0
20271,TH,gene,1
20272,ASCL2,gene,0
20273,TSPAN32,gene,0
20274,R74862,gene,0
20275,CD81,gene,0
20276,TSSC4,gene,0
20277,TRPM5,gene,0
20278,KCNQ1,gene,0
20279,KCNQ1OT1,gene,0
20280,4933417O13RIK,gene,0
20281,CDKN1C,gene,0
20282,SLC22A18,gene,0
20283,PHLDA2,gene,0
20284,NAP1L4,gene,0
20285,CARS,gene,0
20286,TNFRSF26,gene,0
20287,TNFRSF22,gene,0
20288,TNFRSF23,gene,0
20289,OSBPL5,gene,0
20290,MRGPRG,gene,0
20291,MRGPRE,gene,0
20292,NADSYN1,gene,0
20293,DHCR7,gene,0
20294,SHANK2,gene,0
20295,CTTN,gene,0
20296,PPFIA1,gene,0
20297,FADD,gene,0
20298,ANO1,gene,0
20299,FGF3,gene,0
20300,FGF4,gene,0
20301,FGF15,gene,0
20302,ORAOV1,gene,0
20303,CCND1,gene,0
20304,1810010D01RIK,gene,0
20305,TPCN2,gene,0
20306,MRGPRF,gene,0
20307,MRGPRD,gene,1
20308,VMN1R62_LOC2,gene,0
20309,VMN1R186_LOC2,gene,0
20310,VMN1R63_LOC2,gene,0
20311,VMN1R187_LOC2,gene,0
20312,OBOX2_LOC1,gene,0
20313,INSR,gene,0
20314,A430078G23RIK,gene,0
20315,ARHGEF18,gene,0
20316,PEX11C,gene,0
20317,1700019B03RIK,gene,0
20318,ZFP358,gene,0
20319,MCOLN1,gene,0
20320,PNPLA6,gene,0
20321,C330021F23RIK,gene,0
20322,CAMSAP3,gene,0
20323,XAB2,gene,0
20324,2900053A13RIK,gene,0
20325,PCP2,gene,0
20326,STXBP2,gene,0
20327,RETN,gene,0
20328,1810033B17RIK,gene,0
20329,2400009B08RIK,gene,0
20330,TRAPPC5,gene,0
20331,FCER2A,gene,0
20332,CLEC4G,gene,0
20333,CD209A,gene,0
20334,RPRL3,gene,0
20335,CD209E,gene,0
20336,CD209D,gene,0
20337,CD209B,gene,0
20338,CD209C,gene,0
20339,CD209F,gene,0
20340,CD209G,gene,0
20341,EVI5L,gene,0
20342,BC068157,gene,0
20343,LRRC8E,gene,0
20344,MAP2K7,gene,0
20345,GM14378,gene,0
20346,SNAPC2,gene,0
20347,CTXN1,gene,1
20348,TIMM44,gene,0
20349,ELAVL1,gene,0
20350,CCL25,gene,0
20351,LASS4,gene,0
20352,ZFP958,gene,0
20353,SHCBP1,gene,0
20354,SLC10A2,gene,0
20355,EFNB2,gene,0
20356,ARGLU1,gene,0
20357,4933430N04RIK,gene,0
20358,FAM155A,gene,0
20359,LIG4,gene,0
20360,ABHD13,gene,0
20361,TNFSF13B,gene,0
20362,MYO16,gene,0
20363,B930025P03RIK,gene,0
20364,3930402G23RIK,gene,0
20365,IRS2,gene,0
20366,9530052E02RIK,gene,0
20367,COL4A1,gene,0
20368,COL4A2,gene,0
20369,RAB20,gene,0
20370,CARKD,gene,0
20371,CARS2,gene,0
20372,ING1,gene,0
20373,ANKRD10,gene,0
20374,1700016D06RIK,gene,0
20375,GM6524,gene,0
20376,ARHGEF7,gene,0
20377,1700018L24RIK,gene,0
20378,GM5607,gene,0
20379,SOX1,gene,0
20380,SPACA7,gene,0
20381,TUBGCP3,gene,0
20382,GM15348,gene,0
20383,ATP11A,gene,1
20384,GM15350,gene,0
20385,MCF2L,gene,0
20386,F7,gene,0
20387,F10,gene,0
20388,PROZ,gene,0
20389,PCID2,gene,0
20390,CUL4A,gene,0
20391,LAMP1,gene,0
20392,GRTP1,gene,0
20393,MIR1968,gene,0
20394,ADPRHL1,gene,0
20395,DCUN1D2,gene,0
20396,TMCO3,gene,0
20397,TFDP1,gene,0
20398,ATP4B,gene,0
20399,GRK1,gene,0
20400,FAM70B,gene,0
20401,GAS6,gene,0
20402,1700029H14RIK,gene,0
20403,RASA3,gene,0
20404,4932443I19RIK,gene,0
20405,CDC16,gene,0
20406,UPF3A,gene,0
20407,AF366264,gene,0
20408,ZFP828,gene,0
20409,2410022L05RIK,gene,0
20410,FBXO25,gene,0
20411,2610019F03RIK,gene,0
20412,ERICH1,gene,0
20413,DLGAP2,gene,0
20414,CLN8,gene,0
20415,ARHGEF10,gene,0
20416,KBTBD11,gene,0
20417,BB014433,gene,0
20418,MYOM2,gene,0
20419,CSMD1,gene,0
20420,MIR3106,gene,0
20421,MCPH1,gene,0
20422,ANGPT2,gene,0
20423,AGPAT5,gene,0
20424,XKR5,gene,0
20425,DEFB40,gene,0
20426,DEFB37,gene,0
20427,DEFB38,gene,0
20428,DEFB39,gene,0
20429,DEFB12,gene,0
20430,DEFB34,gene,0
20431,SPAG11B,gene,0
20432,SPAG11A,gene,0
20433,DEFB14,gene,0
20434,DEFB4,gene,0
20435,DEFA-PS12,gene,0
20436,DEFB6,gene,0
20437,DEFB46,gene,0
20438,DEFB5,gene,0
20439,DEFB3,gene,0
20440,DEFA-PS13,gene,0
20441,DEFB8,gene,0
20442,DEFB7,gene,0
20443,4930467E23RIK,gene,0
20444,6820431F20RIK_LOC1,gene,0
20445,GM15319,gene,0
20446,2610005L07RIK,gene,0
20447,6820431F20RIK_LOC2,gene,0
20448,GM15056_LOC2,gene,0
20449,GM6040_LOC1,gene,0
20450,AY761185_LOC1,gene,0
20451,DEFA21,gene,0
20452,DEFA-RS7_LOC1,gene,0
20453,DEFA23_LOC1,gene,0
20454,GM10104,gene,0
20455,DEFA25,gene,0
20456,GM14851,gene,0
20457,GM15284,gene,0
20458,DEFA22,gene,0
20459,DEFA23_LOC2,gene,0
20460,DEFA-RS7_LOC2,gene,0
20461,GM15293,gene,0
20462,GM15292,gene,0
20463,DEFA3,gene,0
20464,DEFA5,gene,0
20465,GM15299,gene,0
20466,DEFA-RS1,gene,0
